rep,start,end,peak_idx,peak_time,rms,mdf,env_peak,rep_duration,is_fatigued,file_id,rms_rel_base,rms_delta_base,mdf_rel_base,mdf_delta_base,env_peak_rel_base,env_peak_delta_base,rep_duration_rel_base,rep_duration_delta_base,rms_diff1,rms_roll3_mean,mdf_diff1,mdf_roll3_mean,env_peak_diff1,env_peak_roll3_mean,peak_time_diff1
11,69338,75964,72700,36.35,1342.7956928276917,146.484375,1875.514074397626,6626,1,01-01,0.839031323183211,-257.6161818236669,2.0089285714010203,73.56770833333333,0.846842052435357,-339.20125416117276,0.9559948059441702,-305.0,-185.4039996298509,1472.0175398215645,62.5,109.375,-396.60881514046537,2170.915673657841,3.3614999999999995
12,75964,88400,79229,39.6145,1360.7729941743094,150.390625,2657.2553411173526,12436,1,01-01,0.8502642449275105,-239.63888047704927,2.062499999971714,77.47395833333333,1.1998180113041128,442.5400125585538,1.794257682873785,5505.0,17.97730134661765,1410.5894598198477,3.90625,126.953125,781.7412667197266,2268.29743501769,3.264499999999998
1,0,2235,110,0.055,1118.881917069462,41.015625,1085.544609270811,2235,0,01-02,1.1154983168202424,115.848653641733,0.6428571428470671,-22.786458333333336,0.7647713175848597,-333.89226592239766,0.4719504469626651,-2500.666666666667,0.0,1118.881917069462,0.0,41.015625,0.0,1085.544609270811,0.0
2,2235,7761,4361,2.1805,852.1403430221242,76.171875,1478.5851750084714,5526,0,01-02,0.8495633934503843,-150.89292040560474,1.193877551001696,12.369791666666664,1.0416702573026857,59.14829981526282,1.166889561483529,790.333333333333,-266.74157404733774,985.511130045793,35.15625,58.59375,393.0405657376605,1282.0648921396412,2.1254999999999997
3,7761,14207,11161,5.5805,1038.077530191601,74.21875,1694.1808413003432,6446,0,01-02,1.0349382897263828,35.04426676387209,1.1632653061042166,10.416666666666664,1.193558425110341,274.7439661071346,1.361159991553172,1710.333333333333,185.93718716947683,1003.0332634277289,-1.953125,63.802083333333336,215.5956662918718,1419.4368751932086,3.4
4,14207,20256,17253,8.6265,994.9502010107751,74.21875,1986.9468775092253,6049,0,01-02,0.991941381494844,-8.083062416953794,1.1632653061042166,10.416666666666664,1.3998134839475476,567.5100023160167,1.2773280777079021,1313.333333333333,-43.12732918082588,961.7226914081667,0.0,74.86979166666667,292.76603620888204,1719.9042979393469,3.0460000000000003
5,20256,26178,23259,11.6295,1040.0795299726863,72.265625,1960.789001557413,5922,0,01-02,1.036934235278818,37.04626654495735,1.1326530612067371,8.463541666666664,1.3813851364747278,541.3521263642044,1.2505103118178535,1186.333333333333,45.12932896191114,1024.3690870583541,-1.953125,73.56770833333333,-26.15787595181223,1880.6389067889938,3.003
6,26178,31835,29098,14.549,1144.0010088254921,62.5,1983.2142882877697,5657,0,01-02,1.1405414461678816,140.96774539776322,0.9795918367193402,-1.3020833333333357,1.397183857166191,563.7774130945611,1.1945519814173586,921.333333333333,103.92147885280588,1059.676913269651,-9.765625,69.66145833333333,22.425286730356675,1976.983389118136,2.9194999999999993
7,31835,37490,34573,17.2865,1195.1333680215794,62.5,2196.802551704158,5655,0,01-02,1.1915191764789366,192.10010459385046,0.9795918367193402,-1.3020833333333357,1.547657800142461,777.3656765109492,1.194129654395468,919.333333333333,51.132359196087236,1126.4046356065858,0.0,65.75520833333333,213.58826341638814,2046.935280516447,2.7375000000000007
8,37490,43480,40408,20.204,1176.867594853092,64.453125,2123.400971678704,5990,0,01-02,1.173308640662758,173.83433142536308,1.0102040816168196,0.6510416666666643,1.4959460394377724,703.9640964854955,1.2648694305621315,1254.333333333333,-18.265773168487385,1172.0006572333878,1.953125,63.151041666666664,-73.40158002545377,2101.1392705568774,2.9175000000000004
9,43480,49542,46553,23.2765,1188.00443258013,54.6875,1886.3711136287393,6062,0,01-02,1.1844117995838972,184.9711691524011,0.8571428571294227,-9.114583333333336,1.3289573820397222,466.9342384355307,1.2800732033501905,1326.333333333333,11.136837727038028,1186.6684651516005,-9.765625,60.546875,-237.0298580499648,2068.8582123372003,3.072499999999998
10,49542,56058,52531,26.2655,1266.7233809286047,41.015625,2325.2293919353465,6516,0,01-02,1.262892694703352,263.6901175008758,0.6428571428470671,-22.786458333333336,1.6381351172218959,905.7925167421379,1.3759414373193404,1780.333333333333,78.71894834847467,1210.5318027872756,-13.671875,53.385416666666664,438.8582783066072,2111.6671590809297,2.9890000000000008
11,56058,62940,59586,29.793,1367.610063478968,41.015625,1743.4226408961906,6882,1,01-02,1.3634742867888392,364.57680005123905,0.6428571428470671,-22.786458333333336,1.228249506099138,323.985765702982,1.453227282325307,2146.333333333333,100.88668255036328,1274.1126256625676,0.0,45.572916666666664,-581.8067510391559,1985.0077154867588,3.5275
12,62940,69001,66295,33.1475,1164.0444851408508,44.921875,1523.1314112976556,6061,1,01-02,1.160524309195617,161.01122171312193,0.7040816326420258,-18.880208333333336,1.0730532917071494,103.69453610444702,1.2798620398392453,1325.333333333333,-203.56557833811712,1266.125976516141,3.90625,42.317708333333336,-220.29122959853498,1863.927814709731,3.3545000000000016
13,69001,78000,71707,35.8535,1049.0967687339366,41.015625,1755.372488832285,8999,1,01-02,1.0459242050934046,46.06350530620773,0.6428571428470671,-22.786458333333336,1.2366682305559473,335.93561363907634,1.900260434996431,4263.333333333333,-114.9477164069142,1193.583772451252,-3.90625,42.317708333333336,232.2410775346293,1673.9755136753772,2.705999999999996
1,0,4973,2651,1.3255,1229.083670609802,76.171875,2261.153816087972,4973,0,01-03,0.9569085570074193,-55.348014746435865,1.0636363636215114,4.557291666666671,1.022614405788509,50.00384275717579,1.0193358841211355,94.33333333333303,0.0,1229.083670609802,0.0,76.171875,0.0,2261.153816087972,0.0
